primerid	contrast	nomP	coef	adjP	donorID	group_type	dir
IARS2	Time	0.240915542489285	0.00503052673770732	0.575999861841604	PTID4	B-naive	increasing over time
MAPK1	Time	0.0100943256088711	0.00502556588816153	0.201967983897818	PTID4	B-naive	increasing over time
NFE2L2	Time	0.297810642407632	0.00502356879034854	0.623514983872957	PTID4	B-naive	increasing over time
SKAP1	Time	0.503660363219329	0.00500077877757793	0.745575970749873	PTID4	B-naive	increasing over time
NAXE	Time	0.225267832507137	0.00499134063004411	0.56919969899968	PTID4	B-naive	increasing over time
G3BP2	Time	0.199268129218775	0.00497236951760144	0.550962109143643	PTID4	B-naive	increasing over time
VAV3	Time	0.443800647939676	0.00495028164884892	0.712438990810182	PTID4	B-naive	increasing over time
ZNF791	Time	0.0453857871314518	0.00494892837764058	0.344843292945997	PTID4	B-naive	increasing over time
BCAS2	Time	0.122575576940831	0.00494312935900285	0.474037380041297	PTID4	B-naive	increasing over time
TNKS2	Time	0.0776020014652984	0.00493554935207276	0.407877893553867	PTID4	B-naive	increasing over time
ATP5S	Time	0.0722062363008299	0.00493238223151743	0.400586742879254	PTID4	B-naive	increasing over time
CHI3L2	Time	0.163807771379649	0.00493070928165132	0.516769046643039	PTID4	B-naive	increasing over time
SUGT1	Time	0.00854453312407791	0.00492612977676821	0.184170064279488	PTID4	B-naive	increasing over time
CNN2	Time	0.316953933969612	0.00491381010650443	0.635114625548035	PTID4	B-naive	increasing over time
ZBTB7A	Time	0.139614593251285	0.00490263656933179	0.491171147078146	PTID4	B-naive	increasing over time
EIF2A	Time	0.197768014781291	0.00489136293490561	0.550644938572214	PTID4	B-naive	increasing over time
MCRIP1	Time	0.380849881289089	0.00489046310698435	0.67020072713587	PTID4	B-naive	increasing over time
CXCR5	Time	0.327097797566688	0.00486921686429237	0.639173682385076	PTID4	B-naive	increasing over time
ABCE1	Time	0.0978614903594917	0.00485775129798782	0.439384684249561	PTID4	B-naive	increasing over time
KLF9	Time	0.0856955412169942	0.00485202342319749	0.42150248761382	PTID4	B-naive	increasing over time
